Timestamp,MQ5A0,MQ5D0,MQ135A0,MQ135D0,DHT11_T,DHT11_H,Outcome
12/30/1899 14:47:45,430,1,69,1,31,56,0
12/30/1899 14:47:45,430,1,69,1,31,56,0
12/30/1899 14:47:46,432,1,69,1,31,56,0
12/30/1899 14:47:46,431,1,69,1,31,56,0
12/30/1899 14:47:47,431,1,69,1,31,56,0
12/30/1899 14:47:47,431,1,69,1,31,56,0
12/30/1899 14:47:48,431,1,69,1,31,56,0
12/30/1899 14:47:48,430,1,69,1,31,56,0
12/30/1899 14:47:49,429,1,69,1,31,56,0
12/30/1899 14:47:49,428,1,69,1,31,56,0
12/30/1899 14:47:50,427,1,69,1,31,56,0
12/30/1899 14:47:50,427,1,69,1,31,56,0
12/30/1899 14:47:51,430,1,69,1,31,55,0
12/30/1899 14:47:51,429,1,69,1,31,55,0
12/30/1899 14:47:52,427,1,69,1,31,55,0
12/30/1899 14:47:52,425,1,69,1,31,55,0
12/30/1899 14:47:53,424,1,69,1,31,55,0
12/30/1899 14:47:53,423,1,69,1,31,55,0
12/30/1899 14:47:54,425,1,69,1,31,55,0
12/30/1899 14:47:54,426,1,69,1,31,55,0
12/30/1899 14:47:55,425,1,69,1,31,55,0
12/30/1899 14:47:55,424,1,69,1,31,55,0
12/30/1899 14:47:56,424,1,69,1,31,55,0
12/30/1899 14:47:56,424,1,69,1,31,55,0
12/30/1899 14:47:57,425,1,69,1,31,55,0
12/30/1899 14:47:57,419,1,69,1,31,55,0
12/30/1899 14:47:58,423,1,69,1,31,55,0
12/30/1899 14:47:58,420,1,69,1,31,55,0
12/30/1899 14:47:59,423,1,69,1,31,55,0
12/30/1899 14:47:59,421,1,69,1,31,55,0
12/30/1899 14:48:00,423,1,69,1,31,55,0
12/30/1899 14:48:00,424,1,68,1,31,55,0
12/30/1899 14:48:01,424,1,68,1,31,55,0
12/30/1899 14:48:01,418,1,68,1,31,55,0
12/30/1899 14:48:02,421,1,68,1,31,55,0
12/30/1899 14:48:02,420,1,68,1,31,55,0
12/30/1899 14:48:03,423,1,67,1,31,55,0
12/30/1899 14:48:03,422,1,67,1,31,55,0
12/30/1899 14:48:04,422,1,67,1,31,55,0
12/30/1899 14:48:04,422,1,67,1,31,55,0
12/30/1899 14:48:05,422,1,67,1,31,55,0
12/30/1899 14:48:05,422,1,67,1,31,55,0
12/30/1899 14:48:06,420,1,67,1,31,55,0
12/30/1899 14:48:07,423,1,68,1,31,55,0
12/30/1899 14:48:07,422,1,67,1,31,55,0
12/30/1899 14:48:08,423,1,67,1,31,55,0
12/30/1899 14:48:08,423,1,67,1,31,55,0
12/30/1899 14:48:09,423,1,67,1,31,55,0
12/30/1899 14:48:09,423,1,67,1,31,55,0
12/30/1899 14:48:10,423,1,67,1,31,55,0
12/30/1899 14:48:10,422,1,67,1,31,55,0
12/30/1899 14:48:11,424,1,67,1,31,55,0
12/30/1899 14:48:11,423,1,67,1,31,55,0
12/30/1899 14:48:12,423,1,67,1,31,55,0
12/30/1899 14:48:12,422,1,67,1,31,55,0
12/30/1899 14:48:13,422,1,67,1,31,55,0
12/30/1899 14:48:13,421,1,67,1,31,55,0
12/30/1899 14:48:14,420,1,66,1,31,55,0
12/30/1899 14:48:14,419,1,66,1,31,55,0
12/30/1899 14:48:15,422,1,66,1,31,55,0
12/30/1899 14:48:15,421,1,66,1,31,55,0
12/30/1899 14:48:16,418,1,66,1,31,55,0
12/30/1899 14:48:16,416,1,66,1,31,55,0
12/30/1899 14:48:17,420,1,66,1,31,55,0
12/30/1899 14:48:17,419,1,67,1,31,55,0
12/30/1899 14:48:18,418,1,66,1,31,55,0
12/30/1899 14:48:18,418,1,67,1,31,55,0
12/30/1899 14:48:19,418,1,66,1,31,55,0
12/30/1899 14:48:19,417,1,67,1,31,55,0
12/30/1899 14:48:20,416,1,67,1,31,55,0
12/30/1899 14:48:20,417,1,67,1,31,55,0
12/30/1899 14:48:21,415,1,67,1,31,55,0
12/30/1899 14:48:21,415,1,67,1,31,55,0
12/30/1899 14:48:22,416,1,67,1,31,55,0
12/30/1899 14:48:22,414,1,67,1,31,55,0
12/30/1899 14:48:23,413,1,66,1,31,55,0
12/30/1899 14:48:23,414,1,66,1,31,55,0
12/30/1899 14:48:24,412,1,66,1,31,55,0
12/30/1899 14:48:24,413,1,66,1,31,55,0
12/30/1899 14:48:25,414,1,66,1,31,55,0
12/30/1899 14:48:25,414,1,65,1,31,55,0
12/30/1899 14:48:26,413,1,65,1,31,55,0
12/30/1899 14:48:26,413,1,65,1,31,55,0
12/30/1899 14:48:27,411,1,65,1,31,55,0
12/30/1899 14:48:27,410,1,65,1,31,55,0
12/30/1899 14:48:28,409,1,65,1,31,55,0
12/30/1899 14:48:28,411,1,65,1,31,55,0
12/30/1899 14:48:29,411,1,65,1,31,55,0
12/30/1899 14:48:29,408,1,65,1,31,55,0
12/30/1899 14:48:30,405,1,65,1,31,55,0
12/30/1899 14:48:30,408,1,65,1,31,55,0
12/30/1899 14:48:31,407,1,65,1,31,55,0
12/30/1899 14:48:31,405,1,65,1,31,55,0
12/30/1899 14:48:32,406,1,65,1,31,55,0
12/30/1899 14:48:32,403,1,65,1,31,55,0
12/30/1899 14:48:33,409,1,65,1,31,55,0
12/30/1899 14:48:33,409,1,65,1,31,55,0
12/30/1899 14:48:34,408,1,65,1,31,55,0
12/30/1899 14:48:34,407,1,65,1,31,55,0
12/30/1899 14:48:35,405,1,65,1,31,55,0
12/30/1899 14:48:35,408,1,65,1,31,55,0
12/30/1899 14:48:36,409,1,65,1,31,55,0
12/30/1899 14:48:36,410,1,65,1,31,55,0
12/30/1899 14:48:37,410,1,65,1,31,55,0
12/30/1899 14:48:37,410,1,65,1,31,55,0
12/30/1899 14:48:38,410,1,65,1,31,55,0
12/30/1899 14:48:38,410,1,64,1,31,55,0
12/30/1899 14:48:39,410,1,65,1,31,55,0
12/30/1899 14:48:39,409,1,64,1,31,55,0
12/30/1899 14:48:40,408,1,64,1,31,55,0
12/30/1899 14:48:40,410,1,64,1,31,55,0
12/30/1899 14:48:41,408,1,64,1,31,55,0
12/30/1899 14:48:42,410,1,64,1,31,55,0
12/30/1899 14:48:42,409,1,64,1,31,55,0
12/30/1899 14:48:43,409,1,64,1,31,55,0
12/30/1899 14:48:43,409,1,64,1,31,55,0
12/30/1899 14:48:44,408,1,64,1,31,55,0
12/30/1899 14:48:44,420,1,65,1,31,55,0
12/30/1899 14:48:45,423,1,65,1,31,55,0
12/30/1899 14:48:45,426,1,65,1,31,55,0
12/30/1899 14:48:46,427,1,65,1,31,55,0
12/30/1899 14:48:46,430,1,65,1,31,55,0
12/30/1899 14:48:47,432,1,65,1,31,55,0
12/30/1899 14:48:47,433,1,65,1,31,55,0
12/30/1899 14:48:48,435,1,65,1,31,55,0
12/30/1899 14:48:48,436,1,65,1,31,55,0
12/30/1899 14:48:49,438,1,65,1,31,55,0
12/30/1899 14:48:49,438,1,66,1,31,55,0
12/30/1899 14:48:50,438,1,66,1,31,55,0
12/30/1899 14:48:50,438,1,66,1,31,55,0
12/30/1899 14:48:51,439,1,66,1,31,55,0
12/30/1899 14:48:51,438,1,66,1,31,55,0
12/30/1899 14:48:52,440,1,65,1,31,55,0
12/30/1899 14:48:52,440,1,66,1,31,55,0
12/30/1899 14:48:53,438,1,66,1,31,55,0
12/30/1899 14:48:53,435,1,65,1,31,55,0
12/30/1899 14:48:54,436,1,65,1,31,55,0
12/30/1899 14:48:54,438,1,65,1,31,55,0
12/30/1899 14:48:55,439,1,65,1,31,55,0
12/30/1899 14:48:55,434,1,65,1,31,55,0
12/30/1899 14:48:56,437,1,65,1,31,55,0
12/30/1899 14:48:56,438,1,65,1,31,55,0
12/30/1899 14:48:57,440,1,65,1,31,55,0
12/30/1899 14:48:57,441,1,65,1,31,55,0
12/30/1899 14:48:58,442,1,65,1,31,55,0
12/30/1899 14:48:58,443,1,65,1,31,55,0
12/30/1899 14:48:59,443,1,65,1,31,55,0
12/30/1899 14:48:59,443,1,65,1,31,55,0
12/30/1899 14:49:00,443,1,65,1,31,55,0
12/30/1899 14:49:00,443,1,65,1,31,55,0
12/30/1899 14:49:01,443,1,65,1,31,55,0
12/30/1899 14:49:01,444,1,65,1,31,55,0
12/30/1899 14:49:02,444,1,65,1,31,55,0
12/30/1899 14:49:02,445,1,66,1,31,55,0
12/30/1899 14:49:03,445,1,66,1,31,55,0
12/30/1899 14:49:03,445,1,65,1,31,55,0
12/30/1899 14:49:04,445,1,66,1,31,55,0
12/30/1899 14:49:04,445,1,65,1,31,55,0
12/30/1899 14:49:05,445,1,65,1,31,55,0
12/30/1899 14:49:05,445,1,65,1,31,55,0
12/30/1899 14:49:06,444,1,65,1,31,55,0
12/30/1899 14:49:06,444,1,65,1,31,55,0
12/30/1899 14:49:07,444,1,65,1,31,55,0
12/30/1899 14:49:07,444,1,65,1,31,55,0
12/30/1899 14:49:08,444,1,65,1,31,55,0
12/30/1899 14:49:08,443,1,65,1,31,55,0
12/30/1899 14:49:09,444,1,65,1,31,55,0
12/30/1899 14:49:09,444,1,65,1,31,55,0
12/30/1899 14:49:10,443,1,66,1,31,55,0
12/30/1899 14:49:10,443,1,66,1,31,55,0
12/30/1899 14:49:11,442,1,66,1,31,55,0
12/30/1899 14:49:11,443,1,66,1,31,55,0
12/30/1899 14:49:12,443,1,66,1,31,55,0
12/30/1899 14:49:12,443,1,67,1,31,55,0
12/30/1899 14:49:13,442,1,67,1,31,55,0
12/30/1899 14:49:13,443,1,67,1,31,55,0
12/30/1899 14:49:14,442,1,67,1,31,55,0
12/30/1899 14:49:14,441,1,67,1,31,55,0
12/30/1899 14:49:15,442,1,67,1,31,55,0
12/30/1899 14:49:16,442,1,67,1,31,55,0
12/30/1899 14:49:16,443,1,67,1,31,55,0
12/30/1899 14:49:17,443,1,67,1,31,55,0
12/30/1899 14:49:17,442,1,68,1,31,55,0
12/30/1899 14:49:18,443,1,68,1,31,55,0
12/30/1899 14:49:18,443,1,68,1,31,55,0
12/30/1899 14:49:19,444,1,67,1,31,55,0
12/30/1899 14:49:19,443,1,67,1,31,55,0
12/30/1899 14:49:20,443,1,67,1,31,55,0
12/30/1899 14:49:20,442,1,67,1,31,55,0
12/30/1899 14:49:21,442,1,67,1,31,55,0
12/30/1899 14:49:21,441,1,67,1,31,55,0
12/30/1899 14:49:22,440,1,67,1,31,55,0
12/30/1899 14:49:22,439,1,67,1,31,55,0
12/30/1899 14:49:23,438,1,68,1,31,54,0
12/30/1899 14:49:23,436,1,68,1,31,54,0
12/30/1899 14:49:24,438,1,68,1,31,54,0
12/30/1899 14:49:24,438,1,68,1,31,54,0
12/30/1899 14:49:25,436,1,69,1,31,54,0
12/30/1899 14:49:25,432,1,69,1,31,54,0
12/30/1899 14:49:26,437,1,70,1,31,54,0
12/30/1899 14:49:26,433,1,70,1,31,54,0
12/30/1899 14:49:27,434,1,70,1,31,54,0
12/30/1899 14:49:27,434,1,70,1,31,54,0
12/30/1899 14:49:28,432,1,69,1,31,54,0
12/30/1899 14:49:28,432,1,69,1,31,54,0
12/30/1899 14:49:29,434,1,69,1,31,54,0
12/30/1899 14:49:29,435,1,69,1,31,54,0
12/30/1899 14:49:30,435,1,69,1,31,54,0
12/30/1899 14:49:30,436,1,69,1,31,54,0
12/30/1899 14:49:31,438,1,69,1,31,54,0
12/30/1899 14:49:31,437,1,69,1,31,54,0
12/30/1899 14:49:32,437,1,70,1,31,54,0
12/30/1899 14:49:32,438,1,70,1,31,54,0
12/30/1899 14:49:33,437,1,70,1,31,54,0
12/30/1899 14:49:33,438,1,70,1,31,54,0
12/30/1899 14:49:34,438,1,70,1,31,54,0
12/30/1899 14:49:34,437,1,70,1,31,54,0
12/30/1899 14:49:35,437,1,69,1,31,54,0
12/30/1899 14:49:35,437,1,70,1,31,54,0
12/30/1899 14:49:36,437,1,69,1,31,54,0
12/30/1899 14:49:36,437,1,70,1,31,54,0
12/30/1899 14:49:37,437,1,69,1,31,54,0
12/30/1899 14:49:37,436,1,69,1,31,54,0
12/30/1899 14:49:38,437,1,69,1,31,54,0
12/30/1899 14:49:38,436,1,69,1,31,54,0
12/30/1899 14:49:39,436,1,69,1,31,54,0
12/30/1899 14:49:39,436,1,69,1,31,54,0
12/30/1899 14:49:40,435,1,69,1,31,54,0
12/30/1899 14:49:40,435,1,69,1,31,54,0
12/30/1899 14:49:41,435,1,69,1,31,54,0
12/30/1899 14:49:41,436,1,68,1,31,54,0
12/30/1899 14:49:42,435,1,69,1,31,54,0
12/30/1899 14:49:42,435,1,69,1,31,54,0
12/30/1899 14:49:43,436,1,69,1,31,54,0
12/30/1899 14:49:43,434,1,69,1,31,54,0
12/30/1899 14:49:44,442,1,70,1,31,54,0
12/30/1899 14:49:44,441,1,70,1,31,54,0
12/30/1899 14:49:45,440,1,70,1,31,54,0
12/30/1899 14:49:45,439,1,70,1,31,54,0
12/30/1899 14:49:46,438,1,70,1,31,54,0
12/30/1899 14:49:46,438,1,70,1,31,54,0
12/30/1899 14:49:47,436,1,71,1,31,54,0
12/30/1899 14:49:47,435,1,71,1,31,54,0
12/30/1899 14:49:48,435,1,71,1,31,54,0
12/30/1899 14:49:48,436,1,71,1,31,54,0
12/30/1899 14:49:49,436,1,71,1,31,54,0
12/30/1899 14:49:49,436,1,71,1,31,54,0
12/30/1899 14:49:50,435,1,71,1,31,54,0
12/30/1899 14:49:51,434,1,71,1,31,54,0
12/30/1899 14:49:51,435,1,71,1,31,54,0
12/30/1899 14:49:52,435,1,71,1,31,54,0
12/30/1899 14:49:52,434,1,71,1,31,54,0
12/30/1899 14:49:53,434,1,71,1,31,54,0
12/30/1899 14:49:53,434,1,71,1,31,54,0
12/30/1899 14:49:54,434,1,70,1,31,54,0
12/30/1899 14:49:54,434,1,70,1,31,54,0
12/30/1899 14:49:55,434,1,70,1,31,54,0
12/30/1899 14:49:55,433,1,70,1,31,54,0
12/30/1899 14:49:56,432,1,70,1,31,54,0
12/30/1899 14:49:56,430,1,70,1,31,54,0
12/30/1899 14:49:57,431,1,70,1,31,54,0
12/30/1899 14:49:57,431,1,70,1,31,54,0
12/30/1899 14:49:58,431,1,70,1,31,54,0
12/30/1899 14:49:58,430,1,70,1,31,54,0
12/30/1899 14:49:59,429,1,70,1,31,54,0
12/30/1899 14:49:59,431,1,70,1,31,54,0
12/30/1899 14:50:00,430,1,71,1,31,54,0
12/30/1899 14:50:00,430,1,70,1,31,54,0
12/30/1899 14:50:01,428,1,70,1,31,54,0
12/30/1899 14:50:01,429,1,70,1,31,54,0
12/30/1899 14:50:02,428,1,70,1,31,54,0
12/30/1899 14:50:02,428,1,70,1,32,54,0
12/30/1899 14:50:03,426,1,70,1,32,54,0
12/30/1899 14:50:03,427,1,71,1,32,54,0
12/30/1899 14:50:04,428,1,71,1,32,54,0
12/30/1899 14:50:04,425,1,71,1,32,54,0
12/30/1899 14:50:05,427,1,71,1,32,54,0
12/30/1899 14:50:05,426,1,71,1,32,54,0
12/30/1899 14:50:06,426,1,72,1,32,54,0
12/30/1899 14:50:06,425,1,72,1,32,54,0
12/30/1899 14:50:07,428,1,72,1,32,54,0
12/30/1899 14:50:07,427,1,72,1,32,54,0
12/30/1899 14:50:08,426,1,72,1,32,54,0
12/30/1899 14:50:08,427,1,72,1,32,54,0
12/30/1899 14:50:09,427,1,73,1,32,54,0
12/30/1899 14:50:09,428,1,73,1,32,54,0
12/30/1899 14:50:10,429,1,73,1,32,54,0
12/30/1899 14:50:10,425,1,73,1,32,54,0
12/30/1899 14:50:11,428,1,73,1,32,54,0
12/30/1899 14:50:11,427,1,73,1,32,54,0
12/30/1899 14:50:12,427,1,73,1,32,54,0
12/30/1899 14:50:12,428,1,73,1,32,54,0
12/30/1899 14:50:13,429,1,73,1,32,54,0
12/30/1899 14:50:13,428,1,73,1,32,54,0
12/30/1899 14:50:14,427,1,73,1,32,54,0
12/30/1899 14:50:14,428,1,72,1,32,54,0
12/30/1899 14:50:15,428,1,72,1,32,54,0
12/30/1899 14:50:15,428,1,72,1,32,54,0
12/30/1899 14:50:16,428,1,72,1,32,54,0
12/30/1899 14:50:16,435,1,72,1,32,54,0
12/30/1899 14:50:17,437,1,72,1,32,54,0
12/30/1899 14:50:17,438,1,72,1,32,54,0
12/30/1899 14:50:18,438,1,72,1,32,54,0
12/30/1899 14:50:18,440,1,72,1,32,54,0
12/30/1899 14:50:19,440,1,72,1,32,54,0
12/30/1899 14:50:19,441,1,72,1,32,54,0
12/30/1899 14:50:20,441,1,71,1,32,54,0
12/30/1899 14:50:20,442,1,71,1,32,54,0
12/30/1899 14:50:21,442,1,71,1,32,54,0
12/30/1899 14:50:21,445,1,71,1,32,54,0
12/30/1899 14:50:22,447,1,71,1,32,54,0
12/30/1899 14:50:22,446,1,71,1,32,54,0
12/30/1899 14:50:23,447,1,71,1,32,54,0
12/30/1899 14:50:23,442,1,71,1,32,54,0
12/30/1899 14:50:24,443,1,71,1,32,54,0
12/30/1899 14:50:24,443,1,71,1,32,54,0
12/30/1899 14:50:25,444,1,71,1,32,54,0
12/30/1899 14:50:25,444,1,71,1,32,54,0
12/30/1899 14:50:26,445,1,71,1,32,54,0
12/30/1899 14:50:27,444,1,71,1,32,54,0
12/30/1899 14:50:27,443,1,71,1,32,54,0
12/30/1899 14:50:28,443,1,71,1,32,54,0
12/30/1899 14:50:28,443,1,71,1,32,54,0
12/30/1899 14:50:29,443,1,71,1,32,54,0
12/30/1899 14:50:29,443,1,71,1,32,54,0
12/30/1899 14:50:30,443,1,71,1,32,54,0
12/30/1899 14:50:30,443,1,71,1,32,54,0
12/30/1899 14:50:31,442,1,71,1,32,54,0
12/30/1899 14:50:31,441,1,72,1,32,54,0
12/30/1899 14:50:32,441,1,72,1,32,54,0
12/30/1899 14:50:32,440,1,72,1,32,54,0
12/30/1899 14:50:33,441,1,72,1,32,54,0
12/30/1899 14:50:33,441,1,72,1,32,54,0
12/30/1899 14:50:34,442,1,72,1,32,54,0
12/30/1899 14:50:34,441,1,71,1,32,54,0
12/30/1899 14:50:35,441,1,71,1,32,54,0
12/30/1899 14:50:35,441,1,71,1,32,54,0
12/30/1899 14:50:36,446,1,71,1,32,54,0
12/30/1899 14:50:36,447,1,71,1,32,54,0
12/30/1899 14:50:37,447,1,71,1,32,54,0
12/30/1899 14:50:37,448,1,71,1,32,54,0
12/30/1899 14:50:38,447,1,72,1,32,54,0
12/30/1899 14:50:38,448,1,71,1,32,54,0
12/30/1899 14:50:39,448,1,71,1,32,54,0
12/30/1899 14:50:39,447,1,71,1,32,54,0
12/30/1899 14:50:40,446,1,71,1,32,54,0
12/30/1899 14:50:40,447,1,71,1,32,54,0
12/30/1899 14:50:41,448,1,71,1,32,54,0
12/30/1899 14:50:41,449,1,71,1,32,58,0
12/30/1899 14:50:42,449,1,71,1,32,58,0
12/30/1899 14:50:42,449,1,71,1,32,58,0
12/30/1899 14:50:43,449,1,71,1,32,58,0
12/30/1899 14:50:43,449,1,71,1,32,58,0
12/30/1899 14:50:44,447,1,71,1,32,58,0
12/30/1899 14:50:44,447,1,71,1,32,58,0
12/30/1899 14:50:45,447,1,71,1,32,58,0
12/30/1899 14:50:45,447,1,71,1,32,58,0
12/30/1899 14:50:46,447,1,71,1,32,58,0
12/30/1899 14:50:46,447,1,71,1,32,58,0
12/30/1899 14:50:47,448,1,71,1,32,58,0
12/30/1899 14:50:47,448,1,71,1,32,58,0
12/30/1899 14:50:48,450,1,71,1,32,58,0
12/30/1899 14:50:48,450,1,71,1,32,58,0
12/30/1899 14:50:49,451,1,71,1,32,58,0
12/30/1899 14:50:49,450,1,71,1,32,58,0
12/30/1899 14:50:50,450,1,71,1,32,58,0
12/30/1899 14:50:50,450,1,71,1,32,58,0
12/30/1899 14:50:51,450,1,71,1,32,58,0
12/30/1899 14:50:51,450,1,70,1,32,58,0
12/30/1899 14:50:52,450,1,70,1,32,58,0
12/30/1899 14:50:52,450,1,70,1,32,58,0
12/30/1899 14:50:53,450,1,70,1,32,58,0
12/30/1899 14:50:53,450,1,70,1,32,58,0
12/30/1899 14:50:54,450,1,70,1,32,58,0
12/30/1899 14:50:54,450,1,70,1,32,58,0
12/30/1899 14:50:55,450,1,70,1,32,58,0
12/30/1899 14:50:55,449,1,70,1,32,58,0
12/30/1899 14:50:56,449,1,70,1,32,58,0
12/30/1899 14:50:56,449,1,70,1,32,58,0
12/30/1899 14:50:57,449,1,70,1,32,58,0
12/30/1899 14:50:57,449,1,70,1,32,58,0
12/30/1899 14:50:58,448,1,70,1,32,58,0
12/30/1899 14:50:58,448,1,70,1,32,58,0
12/30/1899 14:50:59,448,1,70,1,32,58,0
12/30/1899 14:50:59,448,1,70,1,32,58,0
12/30/1899 14:51:00,448,1,70,1,32,58,0
12/30/1899 14:51:00,447,1,70,1,32,58,0
12/30/1899 14:51:01,446,1,69,1,32,58,0
12/30/1899 14:51:02,444,1,70,1,32,58,0
12/30/1899 14:51:02,444,1,70,1,32,58,0
12/30/1899 14:51:03,444,1,71,1,32,58,0
12/30/1899 14:51:03,443,1,71,1,32,58,0
12/30/1899 14:51:04,444,1,71,1,32,58,0
12/30/1899 14:51:04,442,1,71,1,32,58,0
12/30/1899 14:51:05,443,1,71,1,32,58,0
12/30/1899 14:51:05,442,1,71,1,32,58,0
12/30/1899 14:51:06,442,1,71,1,32,58,0
12/30/1899 14:51:06,443,1,71,1,32,58,0
12/30/1899 14:51:07,442,1,70,1,32,58,0
12/30/1899 14:51:07,443,1,71,1,32,58,0
12/30/1899 14:51:08,443,1,71,1,32,58,0
12/30/1899 14:51:08,443,1,71,1,32,58,0
12/30/1899 14:51:09,443,1,71,1,32,58,0
12/30/1899 14:51:09,443,1,71,1,32,58,0
12/30/1899 14:51:10,443,1,71,1,32,58,0
12/30/1899 14:51:10,443,1,70,1,32,58,0
12/30/1899 14:51:11,443,1,70,1,32,58,0
12/30/1899 14:51:11,442,1,70,1,32,58,0
12/30/1899 14:51:12,443,1,70,1,32,58,0
12/30/1899 14:51:12,442,1,71,1,32,58,0
12/30/1899 14:51:13,443,1,71,1,32,58,0
12/30/1899 14:51:13,442,1,71,1,32,58,0
12/30/1899 14:51:14,442,1,71,1,32,58,0
12/30/1899 14:51:14,442,1,71,1,32,58,0
12/30/1899 14:51:15,442,1,71,1,32,58,0
12/30/1899 14:51:15,442,1,71,1,32,58,0
12/30/1899 14:51:16,441,1,71,1,32,58,0
12/30/1899 14:51:16,441,1,71,1,32,58,0
12/30/1899 14:51:17,441,1,71,1,32,58,0
12/30/1899 14:51:17,441,1,71,1,32,58,0
12/30/1899 14:51:18,440,1,71,1,32,58,0
12/30/1899 14:51:18,441,1,71,1,32,58,0
12/30/1899 14:51:19,440,1,71,1,32,58,0
12/30/1899 14:51:19,440,1,71,1,32,58,0
12/30/1899 14:51:20,439,1,71,1,32,58,0
12/30/1899 14:51:20,440,1,71,1,32,58,0
12/30/1899 14:51:21,440,1,71,1,32,58,0
12/30/1899 14:51:21,440,1,70,1,32,58,0
12/30/1899 14:51:22,439,1,70,1,32,58,0
12/30/1899 14:51:22,439,1,70,1,32,58,0
12/30/1899 14:51:23,439,1,70,1,32,58,0
12/30/1899 14:51:23,438,1,70,1,32,58,0
12/30/1899 14:51:24,440,1,70,1,32,58,0
12/30/1899 14:51:24,440,1,70,1,32,58,0
12/30/1899 14:51:25,440,1,70,1,32,58,0
12/30/1899 14:51:25,440,1,70,1,32,58,0
12/30/1899 14:51:26,440,1,70,1,32,58,0
12/30/1899 14:51:26,435,1,70,1,32,58,0
12/30/1899 14:51:27,438,1,70,1,32,58,0
12/30/1899 14:51:27,439,1,70,1,32,58,0
12/30/1899 14:51:28,438,1,69,1,32,58,0
12/30/1899 14:51:28,439,1,69,1,32,58,0
12/30/1899 14:51:29,439,1,69,1,32,58,0
12/30/1899 14:51:29,440,1,70,1,32,58,0
12/30/1899 14:51:30,439,1,70,1,32,58,0
12/30/1899 14:51:30,437,1,70,1,32,58,0
12/30/1899 14:51:31,437,1,70,1,32,58,0
12/30/1899 14:51:31,439,1,70,1,32,58,0
12/30/1899 14:51:32,439,1,70,1,32,58,0
12/30/1899 14:51:32,439,1,70,1,32,58,0
12/30/1899 14:51:33,439,1,70,1,32,58,0
12/30/1899 14:51:33,438,1,70,1,32,58,0
12/30/1899 14:51:34,438,1,70,1,32,58,0
12/30/1899 14:51:34,438,1,70,1,32,58,0
12/30/1899 14:51:35,438,1,69,1,32,58,0
12/30/1899 14:51:36,438,1,69,1,32,58,0
12/30/1899 14:51:36,437,1,70,1,32,58,0
12/30/1899 14:51:37,437,1,70,1,32,58,0
12/30/1899 14:51:37,436,1,70,1,32,58,0
12/30/1899 14:51:38,436,1,70,1,32,58,0
12/30/1899 14:51:38,435,1,70,1,32,58,0
12/30/1899 14:51:39,436,1,70,1,32,58,0
12/30/1899 14:51:39,436,1,70,1,32,58,0
12/30/1899 14:51:40,434,1,71,1,32,58,0
12/30/1899 14:51:40,435,1,71,1,32,58,0
12/30/1899 14:51:41,434,1,71,1,32,58,0
12/30/1899 14:51:41,435,1,71,1,32,58,0
12/30/1899 14:51:42,434,1,71,1,32,58,0
12/30/1899 14:51:42,434,1,71,1,32,58,0
12/30/1899 14:51:43,433,1,70,1,32,58,0
12/30/1899 14:51:43,432,1,70,1,32,58,0
12/30/1899 14:51:44,434,1,70,1,32,58,0
12/30/1899 14:51:44,433,1,70,1,32,58,0
12/30/1899 14:51:45,430,1,70,1,32,58,0
12/30/1899 14:51:45,429,1,70,1,32,58,0
12/30/1899 14:51:46,432,1,70,1,32,58,0
12/30/1899 14:51:46,431,1,70,1,32,58,0
12/30/1899 14:51:47,424,1,70,1,32,58,0
12/30/1899 14:51:47,422,1,70,1,32,58,0
12/30/1899 14:51:48,421,1,70,1,32,58,0
12/30/1899 14:51:48,421,1,70,1,32,58,0
12/30/1899 14:51:49,422,1,70,1,32,58,0
12/30/1899 14:51:49,422,1,70,1,32,58,0
12/30/1899 14:51:50,422,1,70,1,32,58,0
12/30/1899 14:51:50,422,1,71,1,32,58,0
12/30/1899 14:51:51,423,1,72,1,32,58,0
12/30/1899 14:51:51,425,1,73,1,32,58,0
12/30/1899 14:51:52,425,1,74,1,32,58,0
12/30/1899 14:51:52,426,1,73,1,32,58,0
12/30/1899 14:51:53,426,1,73,1,32,58,0
12/30/1899 14:51:53,426,1,73,1,32,58,0
12/30/1899 14:51:54,426,1,73,1,32,58,0
12/30/1899 14:51:54,426,1,73,1,32,58,0
12/30/1899 14:51:55,427,1,73,1,32,58,0
12/30/1899 14:51:55,428,1,73,1,32,58,0
12/30/1899 14:51:56,450,1,73,1,32,58,0
12/30/1899 14:51:56,442,1,82,1,32,58,0
12/30/1899 14:51:57,441,1,80,1,32,58,0
12/30/1899 14:51:57,435,1,78,1,32,58,0
12/30/1899 14:51:58,453,1,78,1,32,58,0
12/30/1899 14:51:58,423,1,70,1,32,58,0
12/30/1899 14:51:59,427,1,71,1,32,58,0
12/30/1899 14:51:59,434,1,70,1,32,58,0
12/30/1899 14:52:00,431,1,73,1,32,58,0
2024-07-26 14:05:01,361,1,151,1,36,63,1
2024-07-26 14:05:01,375,1,145,1,36,63,1
2024-07-26 14:05:02,373,1,139,1,36,63,1
2024-07-26 14:05:02,372,1,141,1,36,63,1
2024-07-26 14:05:03,364,1,136,1,36,66,1
2024-07-26 14:05:03,353,1,130,1,36,66,1
2024-07-26 14:05:04,343,1,119,1,36,66,1
2024-07-26 14:05:04,341,1,120,1,36,66,1
2024-07-26 14:05:05,341,1,119,1,36,67,1
2024-07-26 14:05:05,338,1,119,1,36,67,1
2024-07-26 14:05:06,341,1,122,1,36,67,1
2024-07-26 14:05:06,344,1,117,1,36,67,1
